id,text,label1,label2,label3
N1025,死肥宅滾啦,0,0,0
N596,有人在看？認識的人沒人看,0,0,0
C334,安詳 太 難 ， 但 你 可以 死 的 很 意外 又 很 美 ， 這 種 方式 死 前 會 很 痛苦,0,0,1
N1209,不過打槍太超過 要當心被烙人扁,0,0,0
N1553,進不了臺科跟進不了GG一樣  還是自盡吧,0,0,0
N968,後醫更難 應該是所有考試裡最難的,0,0,0
N1184,幹 仔細看內文原來真的是要講草彅剛ㄛXDDDDD,0,0,0
N1219,還好吧，以前我媽還曾經去網咖找我,0,0,0
N827,你太晚知道了 台灣的已經GG了,0,0,0
A19,最近有沒有很想做一件事？ ,1,0,0
N1822,女的現在FB，IG全關了大概只剩下認識的人找的到,0,0,0
N1218,總結就是承認招不到好學生自己不,0,0,0
N836,高麗菜水餃很好調味 韭菜調味要壓過比較難,0,0,0
N302,帶我到沒有愛情的地方,0,0,0
N505,哪部直接講,0,0,0
N865,結帳才發現錢不夠,0,0,0
N1114,性專區弄成國營企業政府可以收稅收爽爽的，超笨,0,0,0
N844,果然門外漢才會想在台灣蓋澳洲類型的房子,0,0,0
A35,最近很喜歡這首歌,1,0,0
N1024,國際盜懶教,0,0,0
N441,智商太低 給他開新彥州也會被0079的小飛機打爆,0,0,0
N967,弟弟的覽叫好大，姐姐看到後驚呆了,0,0,0
N897,我以為你在說BSB,0,0,0
N807,意性交？但搞到用強迫的就是星國男的錯惹喇。,0,0,0
N1307,正妹才請   普妹看心情   龍妹直接說沒錢,0,0,0
N688,鬼塚英吉4ni?,0,0,0
N1754,初一十五都燒給他們了 當然只去西方國家討債R,0,0,0
N998,跟中國人有九成像,0,0,0
N558,猶太人邱三小 自己殺人殺的那麼開心  還敢大聲,0,0,0
C322,有些垃圾就是在性行為之後還跟朋友吹噓 ,0,0,1
N961,你路西法覺醒嗎,0,0,0
N1124,超星拳婦套圖 第一個站內 100p,0,0,0
N180,經典但很無聊  四個小時打同一隻怪不見得升一等,0,0,0
C318,我當時也很討厭這樣的自己,0,0,1
A52,我最近看了波多野結依的片片,1,0,0
N340,軟軟的替代方案，不易外,0,0,0
N1571,搭配麥當勞app抽的買一送一 麥當勞瞬間變很超值,0,0,0
N664,台中啊 慶記好玩又刺激,0,0,0
N1589,不要 肥亮快點改WBC臺灣加油辣,0,0,0
N728,改了一堆人也考不進去，頂多變一堆打卡拍照的點,0,0,0
B216,都 有 勇氣 要 結束 自己 的 生命 了 ， 怎麼 沒有 勇氣 去 做 改變 ？,0,1,0
N948,你不物化她們 她們要怎麼把自己賣給那些有錢人,0,0,0
N1182,我是說吳郭魚,0,0,0
N1867,活該 倫加4女森,0,0,0
N1766,我想到小新耶,0,0,0
N430,歷史第ㄧ 姆斯,0,0,0
N308,廢物柯文哲最愛挺學運警察,0,0,0
N940,拿來尻尻很爽,0,0,0
N1301,魚魚魚XDDDD,0,0,0
N1593,很優 我的形狀了謝謝,0,0,0
B223,沒辦法 給 孩子 一 個 好 的 成長 環境 ， 千萬 不要 生,0,1,0
N1330,到那座島上讓他們自生自滅,0,0,0
N8,所以妳是不是翻了很多我的對話記錄？,0,0,0
N1630,今天放假耶，好渴年,0,0,0
N110,胸部會在你後腦杓 躺下去就對了,0,0,0
N213,很懂品味咖啡會去買星巴克？,0,0,0
N1656,哪裡是廢物?演演猴戲..日本搞不好就要薩得了..,0,0,0
A139,前 幾 天 我 被 綠 了 ， 我 斬釘截鐵 提 分手,1,0,0
N492,都變成熟食或雞湯塊原料了,0,0,0
N1012,先學好exㄉ正確用法比較重要,0,0,0
N382,直接把肥宅的廢萌黏土人 模型砸壞最快,0,0,0
N343,阿思 啊思 阿思 一直喊阿思 我思 故我在,0,0,0
N356,某個代表台灣出去比賽過的......工具人?,0,0,0
N905,有些人會說屁屁照好看可愛 現在想想真是…,0,0,0
N1299,老翁曬太陽 太陽曬老翁 你拿這句去問外國人,0,0,0
N499,好可愛 你不要看人家可愛就想幹歐,0,0,0
N1458,真的有人會玩嗎,0,0,0
N1525,在中國人的地方講中醫 ，有能耐長良心的最多賺生活,0,0,0
N444,肥宅差點要暴動了,0,0,0
N1869,聽她演講其實蠻有趣蠻嗨的 XD,0,0,0
A15,我今天中午12點才起床,1,0,0
N1859,evi 依照你對57條的解釋 當時鄧儒雯已經判死,0,0,0
N1007,有買房預算的話拿來環遊世界十圈都比買房爽,0,0,0
N1153,網協也都忘了..棒協一個月後就忘了.,0,0,0
N979,就因為有這派人在說全部都事實，結果造成年齡矛盾。,0,0,0
N824,愛子公主文青嗎,0,0,0
N397,他聽不懂也不會鳥你，台灣人會想辦法讓妳懂,0,0,0
N1213,演出中國人角色的藤原龍也,0,0,0
N887,台北=小印度=貧民窟,0,0,0
N1241,家豪打完球一起吃飯 你出錢,0,0,0
N450,看什麼時候會下海拍片,0,0,0
N1402,說：叔叔家裏有好吃的餅乾喔,0,0,0
N1059,明金城醒醒 快回信好咪,0,0,0
N38,哈哈哈哈哈哈哈,0,0,0
N707,扮成巨型投石機啊 砸爆無數人的城鎮中心,0,0,0
N249,第一集只是警匪片  現在已經變高科技動作片了,0,0,0
N1529,八國聯軍被轟的不要不要的,0,0,0
B221,珍惜 現在 擁有 的 才 是 最 重要 的 ,0,1,0
N1384,許冠文 黃百鳴 還是許冠文好了,0,0,0
N828,我覺得軍隊口糧很有趣阿,0,0,0
A144,相信 我 。 要 說真的 愛 嗎 也許 有 ， 但 長遠 來 看 … ， 他 ， 還是 比較 愛 自己,1,0,0
B217,我真的無法接受,0,1,0
N981,我起床再打開 捏成那樣打開要有點心理準備,0,0,0
N1470,盤開勇士讓八分了，你覺得呢？,0,0,0
N1579,明天不上班,0,0,0
N1564,幹你娘高中物理會一開始教微積分展開式逆,0,0,0
N468,邊緣人啊  看固拉多跟蓋歐卡玩就會想湊熱鬧,0,0,0
N500,戶籍變公所,0,0,0
B285,我覺得如果你真的那麼不想分開，唯一的辦法也只能跟你男友坐下來好好談了吧,0,1,0
A63,有沒有後悔你讀你的科系,1,0,0
N1872,做個影片就可以去募款網站騙錢了,0,0,0
N531,實梗可用(漫畫世界時間流速太慢)，只好原創爆走,0,0,0
N1372,黑絲真的是很神奇的東西，就跟神裝一樣，穿上立刻,0,0,0
N1688,笑死 被戰的是高雄 結果說高雄在戰別人,0,0,0
N1733,我還以爲有什麼卦勒,0,0,0
N338,操難穿 我穿了還起水泡 現在改穿布希鞋,0,0,0
N1371,會長在故宮對面的辦公室超豪華,0,0,0
N1612,最會講我不知道，最愛講的我猜是郭台銘，要員工禮拜,0,0,0
N947,兩部都很愛<3,0,0,0
N1058,他只是要有人在旁邊幫他出錢而已，做好你的腳色不要,0,0,0
N779,你現在才知道？,0,0,0
N1598,高雄人這麼有錢 25元太侮辱人了,0,0,0
A73,我 是 梅子 控 ,1,0,0
N1482,我國二就有夢時代了 我83年的,0,0,0
N891,我是小模 一定感謝檢警讓我吉一吉酸民就有錢賺,0,0,0
N1189,有妖氣加持,0,0,0
N924,諾特7內建C4時 三星在想什麼？,0,0,0
N717,把男的扁一頓然後綁起來 再在他面前kobe女的,0,0,0
N1860,拿雙截棍插景甜 剛好兩個洞,0,0,0
B246,父母 關係 才 是 孩子 心理 健康 的 模板,0,1,0
N79,東山鴨頭 買蘭花干會吸很多油 非常超值,0,0,0
N1252,剛剛去伊莉看了一下 那女的超級醜 幹,0,0,0
N238,雙B不用花錢買業配 懂?,0,0,0
N872,搞到收音機被水淹就束手無策，跟以為去歐洲流浪一年,0,0,0
N599,黨工和記者不用,0,0,0
A346,最討厭人家用我手機 何況我還有安裝一些行動支付,1,0,0
N1578,我比較喜歡 IU的夜信>////<,0,0,0
N529,到的，幹臺灣幹不到的，吃臺灣吃不到的。買東西？免,0,0,0
N1846,老實說 如果習慣船上搖晃的頻率 上陸地有可能會暈,0,0,0
N1737,楊丞琳就是靠這一首走紅的 不然之前只是小咖主持人,0,0,0
A121,想問床邊的時鐘和鞋櫃上的木盤,1,0,0
N1811,南部人真的好瘋狂...廢到笑,0,0,0
B170,如果 他 感覺 很 愛 你 就 算了 ， 但 從 妳 敘述 感覺到 的 是 計較 和 現實,0,1,0
N437,說到四萬點的太誇張了，應該是在作秀騙不懂的人,0,0,0
N936,人要比狗兇,0,0,0
N284,張翠山應該比兒子強多了 看到刻字都能領悟武功,0,0,0
N834,一開始就是這句所以大家猜補習班國文老師,0,0,0
N1467,好想親柴柴,0,0,0
N1353,你以為你做的報告有好的哪去嗎,0,0,0
N16,好可怕噢...如果是我一定直接嚇傻,0,0,0
N605,翻牆online,0,0,0
N1008,第一手元太,0,0,0
N837,想這樣的愛情,0,0,0
N190,道料理了,0,0,0
N1063,末班車要開了,0,0,0
A109,我跟醫生說我想出國打工度假（本身喜歡旅遊），醫生評估最後是可以的。,1,0,0
N318,真文青也很假掰啊,0,0,0
N1573,你一定在想壞壞的事,0,0,0
N902,把儀隊當憲兵的說人菜? 自己菜味多濃先聞一下,0,0,0
A132,因為我不喜歡清純風，所以本身沒在關注女孩們，但看了這個節目真的覺得他們很棒，可以在他們身上看到非常多的潛力,1,0,0
N721,只喜歡死讀書而沒有其他專長的學生,0,0,0
N874,曾子余長的不差阿,0,0,0
A91,什麼前女友甚麼的，i don't fucking care,1,0,0
N996,好喔，參見禿頭王!!!!,0,0,0
N1290,最後一張真的好詭異,0,0,0
N1331,之前回看銀狼時，怎麼會這麼中二，小時候覺得很酷說,0,0,0
N1413,剛畢業時面試拿到order確實爽了兩周,0,0,0
N1445,照照鏡子好嗎,0,0,0
N1706,趕快付比特幣請人解密,0,0,0
N1011,騙錢、人資部門沒專業先認證照…etc,0,0,0
B284,他可以有壓力，但不代表能隨便發洩在別人身上,0,1,0
N1034,有歐洲護家盟說哈利波特是黑魔法 應該燒掉阿,0,0,0
B260,我覺得憑感覺的女生都很難搞,0,1,0
N1411,愛佔位，好不懂禮貌的人,0,0,0
N1726,與你的第100次戀愛 這部感覺也不錯,0,0,0
N128,正在煎  先劃單好嗎^^,0,0,0
N1256,最慘是肥宅樣的覺青甲甲,0,0,0
N1434,我啊，不必規劃啊，就自自冉冉就在家惹。,0,0,0
A126,我非常支持遊行，建議市府下次要多注意一點，雖然只是暫時性的路面，但還是要做到好，不然害人受傷就影響主要遊行的事情了,1,0,0
B206,亞洲人 的 親情 綁架 勒索 根深蒂固,0,1,0
N1325,不會滾去問版嗎?,0,0,0
N1861,割一條線讓他流出乃,0,0,0
N613,別人幾千人打叫鄉長 自己打盜匪就是名將 有這種事,0,0,0
N1004,幹你娘 去jay版不會膩,0,0,0
N1137,選肥宅的時候,0,0,0
N759,富家女會活超過100歲 叫你朋友莫掛念去餵魚,0,0,0
N1405,屁  我從1995年開始就唾棄國民黨,0,0,0
N1554,另外安裝一個電流表監控電流比較好抓問題,0,0,0
C316,我真的有喜歡一個人八年，一開始看到他與異性很好都會很難過很生氣卻又很無力,0,0,1
N1782,沒有資料,0,0,0
A46,什麼事情會讓你爽一天,1,0,0
N66,你需要幫助，生命線協談輔導專線,0,0,0
N1154,受到無法接受的事實 然後崩潰,0,0,0
N349,他說他還有準備了一個禮拜的最後一招XDD,0,0,0
N1065,馬來亞華人正咩,0,0,0
N845,會這樣做的頑固還是會這樣做(攤手,0,0,0
N1653,實驗數據不對？ 用小畫家阿,0,0,0
N534,想說到台南國吃個飽之林。 然後賠了1800的樣子,0,0,0
N1728,幹！當然是弄硬再吃呀！,0,0,0
N1221,洗髮屎的圖好鳥啊,0,0,0
N1344,西斯，就可，問版,0,0,0
N1699,"你不會在法條裡看到""不應""這種用法",0,0,0
N94,滾 你國文老師在哭,0,0,0
N55,如果用正面的去勸導或另一個方式說的話會不會比較好？,0,0,0
N68,真的要死自己親密的人才會學乖嗎,0,0,0
N484,真的出了我先課一萬   P幣,0,0,0
N1369,中國就算孫大頭統一南邊也動不了滿洲國，甲午戰爭就,0,0,0
N1454,還有我覺得花那麼多前買鞋 根本87%,0,0,0
N469,聽我哥之前在替代役時聽到的 會刻意叫那些人這樣說,0,0,0
N1044,都要買了還不知道準備什麼！？怎麼可能,0,0,0
B161,人 不可能 無時無刻 都 堅定 自己 的 情緒 和 情感 ,0,1,0
N395,老實說妥瑞症根本沒什麼，為什麼承認很勇敢？,0,0,0
N1165,好黑啊，第一張黑到看不清楚XD  好想養黑貓…,0,0,0
N1722,都4人？你不會找3個人一起上嗎？,0,0,0
N838,長安東路走到底就是洛陽,0,0,0
N225,所以安樂死在台灣還是有必要的,0,0,0
N1495,你沒有朋友,0,0,0
N1813,哈梅斯只有在國家隊能展露身手吧,0,0,0
N830,也有可以開刀的癌症開刀完後續只要追蹤就好了,0,0,0
N1297,你又知道他們認為誰才是敵人,0,0,0
N204,窮人就別學人發錢惹,0,0,0
N911,再問一次很屌?,0,0,0
N710,太保有高鐵 縣政府 長庚 3間大學,0,0,0
N385,雪花喵喵有時間在那邊喇叭 沒時間回戰文 廠廠,0,0,0
N954,年薪超過一百還買不起真的要好好檢討一下了,0,0,0
N474,新竹縣長就只有那兩個人出來選~~你覺得能多好嗎?,0,0,0
N782,口罩防輪胎焚燒的微粒  戴奧辛口罩無效,0,0,0
N403,比較誰的雞巴大,0,0,0
N1424,一匙超鹹的 放那模多是要鹹死喔,0,0,0
N1776,你要看給你膝枕的是誰,0,0,0
A229,覺得 鼻酸 QQ,1,0,0
N143,退休後就會跑去當籃球教練啦！,0,0,0
A263,我們是台北-台東，我覺得有點遠，我還在上課，他在上班，我們都很忙,1,0,0
N523,這是告別式照片喔,0,0,0
A75,我 姐姐 前 陣子 在 日本 留學 ， 日本 的 女孩子 腿 型 大多 比較 不 好看 ， 所以 她們 都 是 用 長裙 長洋裝 修飾 身材 ,1,0,0
N256,得到權力後第一件事就是甲甲文字獄,0,0,0
A83,我們下禮拜來去看電影,1,0,0
N1803,單飛應該就是想賺多點錢吧,0,0,0
N758,直接打視訊過去,0,0,0
N541,用公告才有點效力，改標題吧,0,0,0
N1760,諺明後來改名為冠佑，他從滾石時期第一張就在了,0,0,0
N413,桃園三結義啊,0,0,0
N189,世界各國尊重文官軍人教師乃正統,0,0,0
N428,［新聞］愛滋病得到控制 每年感染人數爆新低,0,0,0
N438,你要不要查一下衛生的英文是什麼,0,0,0
N1089,能撈就撈啊,0,0,0
N332,優惠時候蠻便宜的，要自己多比較,0,0,0
B141,另外 如果 真的 很 在意 、 很 難 接受 ， 也 不 建議 繼續 在一起,0,1,0
N1224,拿出你的金屬探測器啊，還要人教,0,0,0
N975,他哥也是醫生吧，中國醫醫學系畢業的樣子,0,0,0
N1506,金山街就算是連鎖店也比其他地方難吃 了不起,0,0,0
N574,右邊沒花錢 左邊有花錢 可以做醫美廣告了,0,0,0
N1368,不要慌好嗎 你理別人怎麼說  定性高一點,0,0,0
N1366,台灣要當醫生的限制太多 怎麼可能人醫 是沒人能醫,0,0,0
N267,正妹到處%,0,0,0
N1136,譁眾取寵而已 搞的自己很清高一樣 ㄏㄏ,0,0,0
N1633,若島津門柱反彈,0,0,0
C310,後悔 離開 了 某個 地方,0,0,1
N228,中國太大 也懶得出門殖民 坐等番邦朝貢就好,0,0,0
N1475,哈哈哈哈哈,0,0,0
N125,不要再吃鍋貼比較好，很飽,0,0,0
N1235,王仁甫跟麻美由真阿 毀了多少人的屌,0,0,0
N856,我以爲我來到歌詞版XDDD,0,0,0
N1863,很多人都是在獄中認識更大尾的 沒錯阿,0,0,0
N720,你不知道過海關時的機器有稱重功能嗎?,0,0,0
N857,餓了就吃，飽了就先餵再吃,0,0,0
N626,以前小一老師會帶前三名去吃我家牛排...,0,0,0
N399,他妹覺得黑奶頭很丟臉嗎??錢,0,0,0
N170,人類有阿 子孫袋,0,0,0
N1742,我幫養樂多阿姨修車不收錢她送一排養樂多給我,0,0,0
B231,人 本來 就 有 性慾 啊,0,1,0
N915,都很好  但記得領養然後愛他不要再跟鳥一樣飛了,0,0,0
N518,麻吉燒 芝麻口味 放到麻辣鍋超好吃,0,0,0
A1,在情人節的時候你想要去哪裡慶祝？,1,0,0
N84,沒人要圖？,0,0,0
N1374,人類一定會下錯它都算進去了好嗎,0,0,0
N1456,藍藍香 不一樣 清潔除臭效果強 有印象+1,0,0,0
B283,不要讓自己變得很卑微的樣子，愛不是這樣,0,1,0
N460,肥宅不想出門啊= =,0,0,0
N1492,儀琳小師妹你敢嘴?,0,0,0
N1692,然後他們就史掉惹,0,0,0
C328,我 痛苦 過   但 我 從來 沒 跟 人 說 過,0,0,1
N1864,那時代的計算機不是電腦...,0,0,0
N281,不然av 跟本子口味怎麼會越來越重,0,0,0
N994,藏馬比較帥...謝謝,0,0,0
A3,你跟你媽的關係好嗎？,1,0,0
N1379,還用說，或老早就叫好了,0,0,0
N1030,拼裝成阿黑旋風的最強,0,0,0
A85,我最近狀態不好，想喝酒,1,0,0
N271,唯一支持三上悠亞,0,0,0
N1533,老爸拿的是納稅人的血汗錢,0,0,0
N455,中國動跟中國癢,0,0,0
N29,要對自己好，因為那是陪伴你最久的人。,0,0,0
N918,會發芽啦幹,0,0,0
N630,這玩意本身存在就很不合理了不是嗎......,0,0,0
N699,那裡蛋糕都很乾,0,0,0
N913,別性騷擾好嗎,0,0,0
N1149,關臺灣屁事,0,0,0
N1477,到處去看其他日本人夾也很少人夾到,0,0,0
N1577,時間可以抹去我的,0,0,0
N495,台女最愛的白人,0,0,0
N1757,漲到1000元，不是沒雞腿飯，是沒人敢買XD,0,0,0
N333,不然要熱死人的六七八月嗎,0,0,0
C304,後來 我 才 意識到 我 當時 就是 在 霸凌 別人,0,0,1
N1176,媽媽電力專家們獨創的愛力發電、說故事發電阿,0,0,0
N1193,乾脆等到過年再放,0,0,0
N1674,開車使用手機喔～,0,0,0
N136,聽說不用加水直接灌更有效ㄛ,0,0,0
N771,一拳超人齁,0,0,0
A96,我男友也宅宅呆呆的...,1,0,0
N741,台灣酒的假的 跟中國一樣  不中毒就該偷笑了,0,0,0
C303,前 男友 劈腿 提 了 分手，怎麼 會 看起來 很 愛 我 卻 這樣 對 我,0,0,1
N1101,沒碰過公家公司帳務 但是結帳櫃台到處都有在問啊,0,0,0
N456,4天，我也是當兵，下基地的時候,0,0,0
N404,隔壁屁孩的尖叫聲比較北爛,0,0,0
N1214,沾果糖好難吃 QQ,0,0,0
B203,別 把 自己 的 人生 也 賠下去 ， 不論 是 同情 還是 叫 你 苦撐 好像 都 對 你 不 公平,0,1,0
B220,我 覺得 好 的 事情 不會 是 永恆 的 ， 但 壞 的 事情 也 不 是 永恆 的,0,1,0
N1376,法國人 remi,0,0,0
A289,我也好想男朋友主動討親親哈哈哈,1,0,0
N120,到了現在這變很貴 看個人摟,0,0,0
N1216,我大多都看戰史版，而且是外國史，後勤與戰場留存,0,0,0
N1681,房價便宜 多的錢就可買名車,0,0,0
N1486,滿有趣的可以像小說來讀，組織胚胎這種才比較枯燥,0,0,0
A100,周遭朋友都有另一半，她們都不懂為何我會單身這麼久，我也不懂啊啊啊啊,1,0,0
N1738,因為愛因斯坦說的 就跟當年牛頓說光是粒子一樣,0,0,0
N621,我才不告訴你呢,0,0,0
N244,怎麼我看到的律師跟影評人都在罵…,0,0,0
N1505,自己採要過去的時間和油錢 到定點排隊領也要相關成,0,0,0
A21,你做過北爛的事情是什麼？,1,0,0
N794,其實是因為先喜歡上那個人,0,0,0
N1085,民進黨應儘速修法。惡法呢。科科,0,0,0
N1463,不敢切手指不會切屌喔,0,0,0
N1552,公三小膩喇 哪首喇幹,0,0,0
N1634,蛤 肥宅把你耳機拿下來好嗎,0,0,0
N283,哈哈  幹 符合現實又好笑,0,0,0
N334,很準啊！兩個雙子座的人，一定比一個雙子座多。,0,0,0
N1746,找尤金幫你做子彈啊 他強項,0,0,0
N925,大便習慣改變有可能是癌症，快檢查,0,0,0
N521,職業無貴賤,0,0,0
N1120,電動車的確比較環保沒錯 效率轉換比油車好,0,0,0
A112,我有認識朋友交美國男友(對方是機師)，她在美國當會計師，已經結婚了，過得很好,1,0,0
N417,ㄇㄉ嗆屁 禿頭礙到倫ㄌ膩 蛤 嗆屁ㄛ 蛤 蛤喇,0,0,0
N1457,這些人到現實都不敢講支那了 都跟孬種ㄧ樣,0,0,0
N339,有人還記得神盾嗎？ 三人團體但後來有人叛變解散了,0,0,0
N788,你看你多爽，不過台g店跟你說掰掰了,0,0,0
N436,弄相反了，是你去大學要利用大學資源學什麼,0,0,0
N191,其實是大老講好 可騙不懂的 大家都有飯吃,0,0,0
N1308,早就過氣的遊戲 一堆人要跟風潮了？,0,0,0
N274,真的…一堆新北鄉下人坐在那 看到都煩…,0,0,0
N586,空氣肥宅，毫無存在感,0,0,0
N1752,人家在山上控窯這樣也大驚小怪,0,0,0
N182,高捷超多的，一進去半個人都沒有，連站務員都看不到,0,0,0
N192,沒為什麼 知道自己醜往旁邊躲吧,0,0,0
A2,我明天要出去玩,1,0,0
N1792,應該說深櫃的人陸續打開封印了,0,0,0
N1102,都是爸媽很想知道，肥宅關房裡到底在看啥?,0,0,0
N1768,當然是收費阿 然後還要以人民幣計價!!!,0,0,0
B241,再 親密 的 人 也 是 另外 一個 人,0,1,0
N784,想是溫泉早沒了吧都摻了大量的水,0,0,0
N1617,為海軍收戰果 為海軍收戰果 預備 唱,0,0,0
N533,都甚麼時代了不會先查好路線再搭?,0,0,0
N1843,個人是選李，范感覺妝前後會兩個人，李還有精美五官,0,0,0
N901,看看雲 然後發現看雲好煩 不想看 可是又想看看雲,0,0,0
N1596,我說這不是我 他說這就是你,0,0,0
N14,好可怕,0,0,0
N1420,一開始就打輸荷蘭人啦，只是鄭成功後來又打跑荷蘭人,0,0,0
N1626,領域的官司，在台灣基本上只能靠運氣,0,0,0
A47,我們來去逛勤美,1,0,0
N588,好樂低:本店啥都可以抽 就是不可以抽菸喔啾咪,0,0,0
N1367,台灣最被歧視的是沒錢啊 QQ,0,0,0
N1419,老師的香水好香,0,0,0
N999,巨乳金髮傲嬌雙馬尾扶他,0,0,0
N1689,黑人都喝巧克力母奶,0,0,0
N51,一天一餐有點危險！這樣不到一個月身體會垮,0,0,0
N56,有禮貌的小孩子我給他吃超高級專櫃巧克力我都願意,0,0,0
N1179,一堆法律人出來靠北   到底誰對誰錯很難講啦,0,0,0
N152,還好台灣人的眼睛是雪亮的,0,0,0
N1107,你知道暫21師，已經在國共上海戰爭時被殲滅了嗎。,0,0,0
N1682,8寫的字體好怪,0,0,0
N1401,問屁阿 還不是一休一例所以要休息,0,0,0
N122,還好喇 你知道就好 不要說出來呀 嘻嘻,0,0,0
N360,靜香應該是日本名門貴族後代,0,0,0
N662,現在升級還有免費嗎?,0,0,0
N320,未滿18飲酒，一堆人都馬這樣喝,0,0,0
N1416,台北人眼中的淡水醫院 就是 馬偕醫院,0,0,0
N99,滾歐歐歐歐歐歐歐歐歐歐歐ㄡ,0,0,0
N396,會去的只有直升機父母吧？,0,0,0
N44,人生規劃是什麼？這是連妳爸媽都還搞不定的東西來囉,0,0,0
N465,通常這種人會連自己原本想考的一起炸掉,0,0,0
N156,骯髒事做一堆當然怕被多數人知道,0,0,0
N1594,先把手舉高然後朝他臉上揮下去啊,0,0,0
N909,台日混血兒 高級皇國人 媚日,0,0,0
N1062,去五角大廈應徵,0,0,0
N928,跟性工作者有87%相似,0,0,0
N774,不是，跟人有關，跟年紀無關,0,0,0
N512,約和人長聊，附近又沒有平價咖啡店時。,0,0,0
N137,昨天考完我也看影集陪你到現在不睡 夠意思吧,0,0,0
N669,新「產品」沒有。垃圾「功能」倒是加一堆,0,0,0
N1283,請問數學大國印度～又拍了幾部數學科普電影？,0,0,0
N1491,我看看重裝終於重新下載了，移除花我超多時間..,0,0,0
A78,真的 是 很 討厭 欸 。,1,0,0
N1043,王毅表示這是韓國人搞的小動作,0,0,0
N1075,遊戲人生 他說他爸過了一個很棒的人生 有錯嗎,0,0,0
N1499,可能會回營騙諸葛亮街亭守下來 一騙18年,0,0,0
N1758,我覺得麥當勞真的很難吃飽耶 都是靠氣泡飲料喝飽的,0,0,0
N481,日本人歧視原住民與部落民 不過台灣人也一樣啦,0,0,0
N1704,因為近年機器人動畫沒幾部能打的,0,0,0
N1167,欸三小 蛤 欸欸欸欸欸欸欸欸欸欸欸欸欸欸欸欸欸,0,0,0
N123,嚇嚇看英文的外國人,0,0,0
N1121,什麼系啦，不要開文組地圖炮,0,0,0
N736,不會 仇男都有設自保 剛好她家人男友都好男人~,0,0,0
B228,那 我 覺得 他 有點 摳 ,0,1,0
N453,我鄰居 單身建築師 每天都去超商買幾罐,0,0,0
N1231,想被副學生會長鞭打,0,0,0
N1249,摸了後發現自己的會變大那時,0,0,0
N1105,分類啦 然後莿桐林家碗粿好ㄘ,0,0,0
N747,浪費地球資源 該撲殺,0,0,0
N1091,曬到太陽了吧,0,0,0
N59,聽他平常講什麼屁眼跟三字經的，就知道他有多沒素質了,0,0,0
N1543,可愛巧虎島,0,0,0
N461,沒四大都是學店,0,0,0
A162,跟 前任 九年 ， 和平 分手 ,1,0,0
N1698,幹說得好像我考不去一樣  艮  森77,0,0,0
N1435,你還是買0050吧,0,0,0
N1305,中共射二顆實彈到台灣海峽,0,0,0
N818,我覺得天龍特攻隊電影明明不錯啊 可惜沒續集,0,0,0
N1572,工具肥宅Q_Q,0,0,0
N1585,現在不是聊這個的時候,0,0,0
N1267,唉唷?這個屌!,0,0,0
N1254,南部很多 有那種大飼料桶的選一個,0,0,0
N765,哆啦A夢不是奶媽機器人嗎？直接買不就好了,0,0,0
N1269,一定有啊 店家只是下游 供應商漲價也沒有在客氣的,0,0,0
N35,辛苦妳了,0,0,0
B270,只想說多充實自己才會變得更有自信,0,1,0
C306,以前曾經對 一個 同學 說 了 非常 傷人 的 話 。 ,0,0,1
C350,發作的時候會大哭著說她活得很痛苦,0,0,1
B212,要 感謝 的 人 就 只有 能 挺 過 那些 問題 的 自己 和 幫助 自己 的 人,0,1,0
N323,這是助學 什麼喝茶吃魚的,0,0,0
N164,等著看鄉民被告,0,0,0
N819,人家火災你在開玩笑,0,0,0
N1631,去年勇迷敗人品阿  導致LBJ洗到白帥帥,0,0,0
N1546,日本通縮十幾年，台灣還在漲,0,0,0
N1098,小番茄西瓜芒果水蜜桃香蕉,0,0,0
N1020,喔我不是，我老婆初音,0,0,0
N214,轉民視常看到她,0,0,0
N801,工具人分數+87,0,0,0
N1628,凸( ﾟдﾟ)凸沒圖齁蘭沙小贛,0,0,0
N1127,開出來發放物資了,0,0,0
C332,每 一 天 都 很 痛苦 ， 越來越 煎熬 。,0,0,1
N530,東區妹素質高  西區妹比較騷,0,0,0
N548,好想知道到底發生了什麼事,0,0,0
N723,花媽官邸的垃圾,0,0,0
N1721,跟你依樣討厭這種亂加字的影片 礙眼 記者有夠好混,0,0,0
N75,台中因為之前國民黨蓋火力發電廠結果後來一直被黑,0,0,0
N388,那些人現在還在美國領18%回來用健保壓榨台灣人勒,0,0,0
N117,你有沒有發現 價錢跟牛肉麵一樣,0,0,0
N251,我說了伊莉莎白還沒吃完啊,0,0,0
N850,博客來搜尋作者傑德麥肯那或阿迪亞香提,0,0,0
N914,當兵最難最累的就是跟這類人相處,0,0,0
N633,但是中間的痛苦期會讓很多人活不下去的,0,0,0
N378,沒學過資料結構也只算會皮毛吧,0,0,0
N1404,好吃 最好再加顆半熟蛋,0,0,0
B338,不過我覺得也可以考慮跟男友聊聊未來,0,1,0
B190,我 覺得 不管 你 提升到 幾百樓 ， 跟 對方 有沒有 喜歡 你 ， 應該 是 兩 回 事 吧,0,1,0
N425,幹 好猛喔,0,0,0
C311,曾經 我 也 想 過 要 結束 掉 自己 的 生命 ,0,0,1
C300,在 男朋友 面前 自信 爆棚 都 覺得 自己 最 正 ， 一般人 面前 就 蠻 自卑 的 ,0,0,1
N252,這首怎麼好像有看過,0,0,0
